"Lab.Nut","TP","TP_flg","SRP","SRP_flg","NH3-N","NH3-N_flg","NO23-N","NO23-N_flg","TKN","TKN_flg","TN","TN_flg"
"K5334-61",0.07,,6.0e-03,,0.01,"<",0.26,,0.24,,,
"K5334-62",0.07,,5.0e-03,"<",0.01,"<",0.29,,0.22,,,
"K5334-63",0.05,,5.0e-03,"<",0.01,"<",0.04,,0.23,,,
"K5334-64",0.05,,5.0e-03,"<",0.01,"<",0.05,,0.24,,,
"K5334-65",0.07,,5.0e-03,"<",0.01,"<",0.20,,0.27,,,
"K5334-66",0.07,,5.0e-03,"<",0.01,"<",0.25,,0.25,,,
"K5334-67",0.07,,5.0e-03,"<",0.01,"<",0.29,,0.23,,,
"K5334-70",0.06,,7.0e-03,,0.01,"<",0.22,,0.22,,,
"K5334-71",0.06,,5.0e-03,"<",0.01,"<",0.22,,0.22,,,
"K5334-72",0.06,,5.0e-03,"<",0.01,"<",0.04,,0.22,,,
"K5334-73",0.06,,5.0e-03,"<",0.01,"<",0.24,,0.21,,,
"K5334-74",0.07,,5.0e-03,"<",0.01,"<",0.30,,0.24,,,
"K5334-75",0.07,,5.0e-03,"<",0.01,"<",0.09,,0.27,,,
"K5334-76",0.06,,5.0e-03,"<",0.01,"<",0.20,,0.25,,,
"K5334-77",0.07,,5.0e-03,"<",0.01,"<",0.29,,0.19,,,
"K5334-78",0.06,,5.0e-03,"<",0.01,"<",0.21,,0.28,,,
"K5334-79",0.07,,5.0e-03,"<",0.01,"<",0.06,,0.20,,,
"K5334-80",0.07,,5.0e-03,"<",0.01,"<",0.10,,0.20,,,
"K5334-81",0.07,,5.0e-03,"<",0.01,"<",0.17,,0.24,,,
"K5334-82",,,5.0e-03,,0.01,"<",0.20,,0.05,"<",,
"K5334-83",0.06,,5.0e-03,"<",0.01,"<",0.21,,0.18,,,
"K5334-84",0.06,,6.0e-03,,0.01,"<",0.27,,0.20,,,
"K5334-85",0.04,,5.0e-03,"<",0.01,"<",0.10,,0.27,,,
"K5334-86",0.05,,0.01,,0.01,"<",0.11,,0.28,,,
"K5334-87",0.05,,5.0e-03,"<",0.01,"<",0.23,,0.26,,,
"K5334-88",0.09,,7.0e-03,,0.01,"<",0.31,,0.21,,,
"K5334-89",0.14,,0.01,,0.01,"<",0.03,"<",0.23,,,
"K5334-90",0.05,,5.0e-03,"<",0.01,"<",0.04,,0.23,,,
"K5334-91",0.06,,0.01,,0.01,"<",0.30,,0.22,,,
"K5334-92",0.07,,7.0e-03,,0.01,"<",0.17,,0.28,,,
"K5334-93",0.05,,5.0e-03,"<",0.01,"<",0.10,,0.27,,,
"K5334-94",0.06,,5.0e-03,"<",0.01,"<",0.23,,0.35,,,
"K5334-95",0.05,,5.0e-03,"<",0.01,"<",0.26,,0.26,,,
"K5334-96",0.06,,7.0e-03,,0.01,"<",0.30,,0.22,,,
"K5334-97",0.07,,5.0e-03,,0.01,"<",0.12,,0.27,,,
"K5334-98",0.08,,5.0e-03,,0.01,"<",0.19,,0.27,,,
"K5334-99",0.07,,5.0e-03,"<",0.01,"<",0.24,,0.27,,,
"K5358-12",5.0e-03,"<",5.0e-03,"<",0.01,"<",0.22,,0.16,,,
"K5358-13",5.0e-03,"<",5.0e-03,"<",0.01,"<",0.03,"<",0.19,,,
"K5358-14",5.0e-03,"<",5.0e-03,"<",0.05,,0.24,,0.25,,,
"K5358-15",5.0e-03,"<",5.0e-03,"<",0.02,,0.28,,0.13,,,
"K5358-16",5.0e-03,"<",5.0e-03,"<",0.02,,0.03,"<",0.13,,,
"K5358-17",5.0e-03,"<",6.0e-03,,0.03,,0.03,"<",0.21,,,
"K5358-18",5.0e-03,"<",5.0e-03,"<",0.06,,0.20,,0.16,,,
"K5358-19",5.0e-03,"<",5.0e-03,"<",0.30,,0.27,,0.17,,,
"K5358-20",5.0e-03,"<",5.0e-03,,0.04,,0.27,,0.17,,,
"K5358-21",5.0e-03,"<",5.0e-03,"<",0.05,,0.22,,0.15,,,
"K5358-22",5.0e-03,"<",5.0e-03,"<",0.05,,0.19,,0.15,,,
"K5371-100",0.05,,0.02,,0.02,,0.34,,0.28,,,
"K5371-101",0.02,,0.01,,0.18,,0.16,,0.20,,,
"K5371-102",0.02,,0.01,,0.15,,0.38,,0.19,,,
"K5371-103",0.02,,0.01,,0.01,"<",0.34,,0.19,,,
"K5371-106",0.01,,0.01,,0.01,"<",0.19,,0.19,,,
"K5371-107",0.01,,0.01,,0.01,"<",0.43,,0.24,,,
"K5371-108",0.02,,0.01,,0.01,"<",0.26,,0.20,,,
"K5371-109",0.02,,0.01,,0.01,"<",0.24,,0.19,,,
"K5371-110",0.02,,0.02,,0.01,"<",0.33,,0.22,,,
"K5371-114",0.01,,0.01,,0.03,,0.03,"<",0.05,"<",,
"K5371-115",0.01,,9.0e-03,,0.02,,0.11,,0.13,,,
"K5371-116",0.02,,0.01,,0.03,,0.31,,0.15,,,
"K5371-117",0.01,,9.0e-03,,0.01,,0.03,"<",0.17,,,
"K5371-118",0.01,,9.0e-03,,0.02,,0.19,,0.14,,,
"K5371-119",0.01,,0.01,,0.01,,0.27,,0.14,,,
"K5371-120",0.01,,0.01,,0.01,"<",0.30,,0.05,"<",,
"K5371-60",0.01,,6.0e-03,,0.01,,0.31,,0.16,,,
"K5371-61",0.01,,5.0e-03,,0.01,,0.33,,0.05,"<",,
"K5371-62",0.01,,6.0e-03,,0.01,,0.08,,0.24,,,
"K5371-63",0.01,,5.0e-03,"<",0.01,,0.08,,0.18,,,
"K5371-64",0.01,,5.0e-03,"<",0.01,,0.42,,0.15,,,
"K5371-65",0.01,,0.01,,0.01,,0.40,,0.17,,,
"K5371-68",0.01,,5.0e-03,"<",0.02,,0.17,,0.18,,,
"K5371-69",0.01,,5.0e-03,,0.01,"<",0.37,,0.16,,,
"K5371-70",0.01,,0.02,,0.01,,0.36,,0.16,,,
"K5371-71",0.01,,5.0e-03,"<",0.01,,0.39,,0.14,,,
"K5371-72",0.01,,9.0e-03,,0.01,,0.46,,0.16,,,
"K5371-73",0.01,,5.0e-03,"<",0.01,,0.20,,0.16,,,
"K5371-74",0.01,,0.01,,0.01,,0.45,,0.16,,,
"K5371-75",9.0e-03,,6.0e-03,,0.01,,0.43,,0.16,,,
"K5371-76",0.02,,0.01,,0.01,,0.52,,0.19,,,
"K5371-77",0.01,,5.0e-03,"<",0.01,,0.21,,0.14,,,
"K5371-78",0.01,,5.0e-03,"<",0.01,,0.43,,0.12,,,
"K5371-79",0.02,,7.0e-03,,0.02,,0.46,,0.14,,,
"K5371-80",0.01,,9.0e-03,,0.02,,0.14,,0.15,,,
"K5371-81",0.04,,0.01,,0.02,,0.03,"<",0.13,,,
"K5371-84",0.01,,5.0e-03,"<",0.01,,0.03,"<",0.21,,,
"K5371-85",9.0e-03,,5.0e-03,"<",0.01,"<",0.15,,0.19,,,
"K5371-86",0.01,,7.0e-03,,0.01,,0.15,,0.19,,,
"K5371-87",0.01,,0.01,,7.0e-03,,0.24,,0.12,,,
"K5371-88",54.80,,0.01,,0.09,,0.67,,0.35,,,
"K5371-89",0.02,,0.01,,0.01,,0.03,"<",0.23,,,
"K5371-90",0.01,,9.0e-03,,0.02,,0.15,,0.19,,,
"K5371-91",0.01,,7.0e-03,,0.01,,0.12,,0.16,,,
"K5371-92",0.02,,0.02,,0.03,,0.20,,0.05,"<",,
"K5371-93",0.12,,6.0e-03,,0.01,,0.04,,0.21,,,
"K5371-94",0.10,,6.0e-03,,0.01,,0.27,,0.21,,,
"K5371-95",0.01,,7.0e-03,,0.01,,0.22,,0.19,,,
"K5371-96",0.01,,0.01,,0.01,,0.26,,0.20,,,
"K5371-97",0.02,,0.01,,0.01,,0.32,,0.19,,,
"K5371-99",0.04,,0.01,,0.02,,0.35,,0.22,,,
"K5430-14",0.02,,0.01,,0.01,"<",0.23,,0.22,,,
"K5430-15",0.02,,9.0e-03,,0.01,,0.03,"<",0.15,,,
"K5430-16",0.02,,9.0e-03,,0.01,"<",0.19,,0.21,,,
"K5430-17",0.02,,0.01,,0.01,,0.24,,0.15,,,
"K5430-18",0.02,,0.01,,0.01,,0.30,,0.09,,,
"K5430-19",0.02,,0.01,,0.01,,0.24,,0.05,,,
"K5430-21",0.02,,0.01,,0.01,,0.05,,0.22,,,
"K5430-22",0.02,,0.01,,0.02,,0.20,,0.12,,,
"K5430-23",0.02,,0.01,,0.01,,0.24,,0.17,,,
"K5430-24",0.02,,0.01,,0.01,"<",0.34,,0.15,,,
"K5430-25",0.02,,0.01,,0.01,"<",0.25,,0.05,"<",,
"K5430-26",0.02,,9.0e-03,,0.04,,0.24,,0.12,,,
"k5434-41",5.0e-03,"<",5.0e-03,"<",0.02,,0.07,,0.34,,,
"k5434-42",0.01,,5.0e-03,"<",0.02,,0.27,,0.15,,,
"k5434-43",0.01,,0.01,,0.02,,0.33,,0.13,,,
"k5434-44",0.01,,5.0e-03,"<",0.03,,0.12,,0.17,,,
"k5434-45",5.0e-03,"<",5.0e-03,,0.02,,0.27,,0.15,,,
"k5434-46",0.01,,0.01,,0.06,,0.34,,0.15,,,
"k5434-47",0.05,,0.01,,0.28,,0.35,,0.25,,,
"k5434-48",5.0e-03,"<",5.0e-03,,0.49,,0.18,,0.12,,,
"k5434-49",5.0e-03,"<",0.01,,0.02,,0.30,,0.12,,,
"k5434-50",5.0e-03,"<",0.01,,0.02,,0.34,,0.13,,,
"k5434-51",0.01,,5.0e-03,"<",0.02,,0.22,,0.14,,,
"k5434-52",0.01,,0.01,,0.02,,0.34,,0.23,,,
"k5434-53",0.01,,0.01,,0.02,,0.37,,0.12,,,
"K5434-56",0.02,,5.0e-03,,0.06,,0.24,,0.10,,,
"K5434-57",0.02,,0.01,,0.01,"<",0.33,,0.23,,,
"K5434-58",0.03,,0.01,,0.02,,0.37,,0.17,,,
"K5434-59",0.02,,5.0e-03,,0.02,,0.26,,0.12,,,
"K5434-60",0.03,,6.0e-03,,0.02,,0.29,,0.11,,,
"K5434-61",0.02,,8.0e-03,,0.01,"<",0.29,,0.20,,,
"K5434-64",5.0e-03,"<",5.0e-03,,0.02,,0.29,,0.12,,,
"K5434-65",0.01,,8.0e-03,,0.02,,0.30,,0.13,,,
"K5434-66",0.01,,8.0e-03,,0.02,,0.30,,0.11,,,
"K5434-67",0.01,,5.0e-03,,0.03,,0.32,,0.20,,,
"K5434-68",7.0e-03,,5.0e-03,,0.01,"<",0.32,,0.41,,,
"K5434-69",0.01,,5.0e-03,"<",0.01,"<",0.22,,0.05,,,
"K5434-70",5.0e-03,"<",6.0e-03,,0.01,"<",0.32,,0.14,,,
"K5434-71",5.0e-03,"<",0.01,,0.02,,0.37,,0.18,,,
"K5434-72",9.0e-03,,5.0e-03,"<",0.02,,0.15,,0.73,,,
"K5434-73",5.0e-03,"<",8.0e-03,,0.02,,0.73,,0.24,,,
"K5434-74",9.0e-03,,0.01,,0.07,,0.33,,0.15,,,
"K5434-75",9.0e-03,,5.0e-03,,0.14,,0.42,,0.20,,,
"K5434-81",0.01,,5.0e-03,"<",0.01,,0.16,,0.05,"<",,
"K5434-82",5.0e-03,"<",5.0e-03,,0.05,,0.17,,0.29,,,
"K5443-10",6.0e-03,,3.0e-03,,0.08,,0.19,,0.10,,,
"K5443-11",5.0e-03,,3.0e-03,"<",0.06,,0.18,,0.09,,,
"k5443-12",8.0e-03,,5.0e-03,,0.05,,0.18,,0.10,,,
"k5443-7",7.0e-03,,4.0e-03,,0.06,,0.15,,0.15,,,
"k5443-8",6.0e-03,,5.0e-03,,0.08,,0.37,,0.14,,,
"k5443-9",8.0e-03,,4.0e-03,,0.05,,0.38,,0.13,,,
"K5448-100",0.02,,3.0e-03,,0.15,,0.10,,0.17,,,
"K5448-101",0.02,,6.0e-03,,0.14,,0.29,,0.20,,,
"K5448-102",0.03,,7.0e-03,,0.14,,0.31,,0.23,,,
"K5448-50",0.02,,3.0e-03,,0.16,,0.24,,0.15,,,
"K5448-52",0.02,,2.0e-03,,0.10,,0.28,,0.09,,,
"K5448-56",0.02,,2.0e-03,"<",0.13,,0.11,,0.18,,,
"K5448-57",0.02,,4.0e-03,,0.12,,0.30,,0.19,,,
"K5448-58",0.02,,2.0e-03,,0.13,,0.30,,0.17,,,
"K5448-59",0.02,,3.0e-03,,0.16,,0.31,,0.26,,,
"K5448-60",0.02,,2.0e-03,"<",0.16,,0.13,,0.24,,,
"K5448-61",0.02,,4.0e-03,,0.16,,0.30,,0.16,,,
"K5448-62",0.02,,3.0e-03,,0.12,,0.30,,0.23,,,
"K5448-63",0.03,,3.0e-03,,0.11,,0.30,,0.27,,,
"K5448-64",0.02,,2.0e-03,,0.11,,0.18,,0.23,,,
"K5448-65",0.02,,2.0e-03,,0.11,,0.26,,0.26,,,
"K5448-66",0.02,,3.0e-03,,0.13,,0.29,,0.28,,,
"K5448-67",0.02,,2.0e-03,,0.17,,0.18,,0.31,,,
"K5448-68",0.02,,3.0e-03,,0.14,,0.22,,0.34,,,
"K5448-69",0.02,,4.0e-03,,0.14,,0.31,,0.56,,,
"K5448-70",0.03,,4.0e-03,,0.15,,0.31,,0.24,,,
"K5448-71",0.02,,4.0e-03,,0.09,,0.15,,0.10,,,
"K5448-72",0.02,,4.0e-03,,0.12,,0.15,,0.14,,,
"K5448-73",0.02,,3.0e-03,,0.13,,0.21,,0.12,,,
"K5448-74",0.03,,3.0e-03,,0.15,,0.14,,0.20,,,
"K5448-77",0.02,,2.0e-03,"<",0.10,,0.19,,0.15,,,
"K5448-78",0.02,,1.0e-03,,0.10,,0.27,,0.16,,,
"K5448-79",0.02,,2.0e-03,,0.15,,0.29,,0.22,,,
"K5448-80",0.02,,1.0e-03,,0.11,,0.21,,0.14,,,
"K5448-81",0.02,,4.0e-03,,0.15,,0.24,,0.12,,,
"K5448-82",0.02,,0.01,,0.17,,0.29,,0.16,,,
"K5448-83",0.02,,4.0e-03,,0.10,,0.20,,0.13,,,
"K5448-84",0.01,,9.0e-03,,0.10,,0.20,,0.16,,,
"K5448-85",0.03,,5.0e-03,,0.13,,0.27,,0.18,,,
"K5448-86",0.02,,4.0e-03,,0.11,,0.21,,0.12,,,
"K5448-87",0.02,,4.0e-03,,0.12,,0.23,,0.13,,,
"K5448-88",0.03,,5.0e-03,,0.13,,0.29,,0.27,,,
"K5448-89",0.08,,6.0e-03,,0.14,,0.31,,0.26,,,
"K5448-92",0.02,,4.0e-03,,0.09,,0.13,,0.13,,,
"K5448-93",0.02,,4.0e-03,,0.10,,0.13,,0.11,,,
"K5448-94",0.02,,5.0e-03,,0.14,,0.28,,0.12,,,
"K5448-95",0.75,,4.0e-03,,0.20,,0.04,,1.22,,,
"K5448-96",0.49,,3.0e-03,,0.19,,0.04,,0.97,,,
"K5452-10",6.0e-03,,5.0e-03,,0.06,,0.14,,0.30,,,
"K5452-11",0.01,,5.0e-03,,0.08,,0.33,,0.29,,,
"K5452-12",0.01,,0.01,,0.12,,0.35,,0.32,,,
"K5452-13",0.01,,7.0e-03,,0.08,,0.34,,0.38,,,
"K5452-14",0.01,,5.0e-03,,0.09,,0.28,,0.30,,,
"K5452-15",0.01,,4.0e-03,,0.12,,0.33,,0.34,,,
"K5452-16",9.0e-03,,2.0e-03,,0.12,,0.24,,0.34,,,
"K5452-9",9.0e-03,,1.0e-03,,0.08,,0.13,,0.23,,,
"K5460-10",0.07,,8.0e-03,,5.0e-03,,0.16,,0.49,,,
"K5460-11",0.08,,0.01,,0.01,,0.31,,0.45,,,
"K5460-12",0.08,,0.01,,3.0e-03,"<",0.30,,0.46,,,
"K5460-13",0.09,,0.01,,3.0e-03,"<",0.28,,0.52,,,
"K5460-14",0.09,,0.01,,3.0e-03,"<",0.26,,0.58,,,
"K5460-8",0.06,,0.01,,0.02,,0.28,,0.51,,,
"K5460-9",0.07,,8.0e-03,,3.0e-03,"<",0.08,,0.49,,,
"K5472-100",0.02,,0.01,,4.0e-03,,0.34,,0.05,"<",,
"K5472-105",0.02,,5.0e-03,,0.01,,0.06,,0.07,,,
"K5472-106",0.02,,5.0e-03,,4.0e-03,,0.15,,0.07,,,
"K5472-107",0.03,,0.01,,0.01,,0.35,,0.18,,,
"K5472-108",0.03,,8.0e-03,,9.0e-03,,0.28,,0.08,,,
"K5472-109",0.03,,7.0e-03,,0.01,,0.24,,0.14,,,
"K5472-55",0.03,,0.01,,6.0e-03,,0.08,,0.06,,,
"K5472-56",0.01,,3.0e-03,,3.0e-03,"<",0.21,,0.11,,,
"K5472-57",0.02,,8.0e-03,,3.0e-03,"<",0.32,,0.09,,,
"K5472-58",0.02,,0.01,,7.0e-03,,0.32,,0.09,,,
"K5472-59",0.01,,6.0e-03,,4.0e-03,,0.11,,0.11,,,
"K5472-62",0.02,,0.01,,0.05,,0.25,,0.05,,,
"K5472-63",0.02,,0.01,,0.02,,0.34,,0.10,,,
"K5472-64",0.02,,0.01,,0.01,,0.31,,0.19,,,
"K5472-65",0.02,,8.0e-03,,0.01,,0.13,,0.17,,,
"K5472-66",0.02,,0.01,,0.01,,0.14,,0.13,,,
"K5472-67",0.01,,5.0e-03,,0.01,,0.25,,0.18,,,
"K5472-68",0.02,,0.01,,3.0e-03,,0.36,,0.12,,,
"K5472-69",0.01,,5.0e-03,,0.01,,0.13,,0.18,,,
"K5472-70",0.02,,6.0e-03,,0.02,,0.21,,0.10,,,
"K5472-71",0.02,,8.0e-03,,0.03,,0.11,,0.19,,,
"K5472-72",0.02,,0.01,,9.0e-03,,0.37,,0.14,,,
"K5472-73",0.02,,7.0e-03,,4.0e-03,,0.19,,0.06,,,
"K5472-74",0.03,,0.01,,0.02,,0.32,,0.22,,,
"K5472-75",0.02,,7.0e-03,,0.01,,0.21,,0.26,,,
"K5472-76",0.04,,8.0e-03,,0.02,,0.02,,0.19,,,
"K5472-78",0.01,,3.0e-03,,0.03,,0.19,,0.27,,,
"K5472-79",0.02,,6.0e-03,,8.0e-03,,0.25,,0.14,,,
"K5472-80",0.02,,0.01,,0.01,,0.35,,0.16,,,
"K5472-81",0.17,,0.01,,0.03,,0.21,,0.45,,,
"K5472-82",0.21,,0.01,,0.03,,0.21,,0.49,,,
"K5472-83",0.05,,8.0e-03,,0.03,,0.23,,0.36,,,
"K5472-84",0.04,,0.01,,0.03,,0.31,,0.23,,,
"K5472-85",0.03,,0.01,,0.01,,0.30,,0.05,"<",,
"K5472-86",0.03,,7.0e-03,,9.0e-03,,0.25,,0.24,,,
"K5472-87",0.04,,0.01,,0.01,,0.34,,0.12,,,
"K5472-88",0.03,,8.0e-03,,0.01,,0.26,,0.06,,,
"K5472-89",0.02,,0.01,,6.0e-03,,0.33,,0.12,,,
"K5472-92",0.18,,9.0e-03,,0.07,,0.15,,0.44,,,
"K5472-94",0.02,,6.0e-03,,0.01,,0.19,,0.08,,,
"K5472-95",0.02,,7.0e-03,,0.01,,0.22,,0.08,,,
"K5472-96",0.02,,7.0e-03,,0.01,,0.15,,0.20,,,
"K5472-97",0.02,,6.0e-03,,5.0e-03,,0.26,,0.08,,,
"K5472-98",0.03,,7.0e-03,,0.02,,0.12,,0.09,,,
"K5472-99",0.02,,6.0e-03,,5.0e-03,,0.22,,0.05,"<",,
"K5501-10",9.0e-03,,3.0e-03,,0.05,,0.21,,0.18,,,
"K5501-11",9.0e-03,,3.0e-03,,0.06,,0.26,,0.20,,,
"K5501-12",0.01,,2.0e-03,,0.07,,0.37,,0.22,,,
"K5501-13",0.01,,1.0e-03,"<",0.06,,0.28,,0.18,,,
"K5501-14",0.01,,1.0e-03,,0.05,,0.25,,0.16,,,
"K5501-8",7.0e-03,,5.0e-03,,0.07,,0.02,,0.22,,,
"K5501-9",9.0e-03,,3.0e-03,,0.05,,0.01,,0.16,,,
"K5516-10",0.01,,8.0e-03,,0.08,,0.02,,0.14,,,
"K5516-11",0.01,,9.0e-03,,0.07,,0.23,,0.14,,,
"K5516-12",0.01,,0.01,,0.06,,0.29,,0.17,,,
"K5516-13",0.01,,0.01,,0.07,,0.33,,0.13,,,
"K5516-14",0.02,,0.01,,0.07,,0.38,,0.13,,,
"K5516-15",0.01,,0.01,,0.06,,0.28,,0.11,,,
"K5516-16",0.01,,0.01,,0.07,,0.24,,0.13,,,
"K5516-9",0.01,,8.0e-03,,6.0e-03,,4.0e-03,,0.12,,,
"K5529-100",8.0e-03,,1.0e-03,,0.02,,0.07,,0.12,,,
"K5529-101",8.0e-03,,1.0e-03,,0.01,,0.22,,0.07,,,
"K5529-102",8.0e-03,,1.0e-03,,9.0e-03,,0.34,,0.20,,,
"K5529-103",0.02,,4.0e-03,,0.02,,0.30,,0.08,,,
"K5529-104",0.02,,0.01,,0.01,,0.38,,0.14,,,
"K5529-107",0.01,,3.0e-03,,0.01,,0.08,,0.20,,,
"K5529-108",0.01,,5.0e-03,,0.07,,0.49,,0.34,,,
"K5529-109",0.01,,9.0e-03,,7.0e-03,,0.42,,0.21,,,
"K5529-110",0.01,,5.0e-03,,0.01,,0.33,,0.13,,,
"K5529-111",0.01,,6.0e-03,,0.02,,0.34,,0.20,,,
"K5529-112",8.0e-03,,3.0e-03,,0.02,,0.10,,0.33,,,
"K5529-113",0.03,,5.0e-03,,0.15,,0.20,,0.46,,,
"K5529-114",0.03,,5.0e-03,,0.05,,0.65,,0.41,,,
"K5529-116",7.0e-03,,2.0e-03,,0.02,,0.02,,0.09,,,
"K5529-117",8.0e-03,,2.0e-03,,0.02,,0.21,,0.22,,,
"K5529-118",7.0e-03,,2.0e-03,,0.01,,0.22,,0.11,,,
"K5529-119",0.01,,5.0e-03,,0.03,,0.27,,0.19,,,
"K5529-120",0.10,,5.0e-03,,0.04,,0.10,,0.56,,,
"K5529-122",0.01,,2.0e-03,,0.02,,0.01,,0.15,,,
"K5529-123",6.0e-03,,2.0e-03,,0.04,,0.21,,0.13,,,
"K5529-124",7.0e-03,,2.0e-03,,0.01,,0.26,,0.08,,,
"K5529-125",7.0e-03,,2.0e-03,,0.02,,0.26,,0.08,,,
"K5529-126",9.0e-03,,3.0e-03,,0.02,,0.36,,0.08,,,
"K5529-127",7.0e-03,,2.0e-03,,0.01,,0.02,,0.11,,,
"K5529-128",9.0e-03,,2.0e-03,,0.02,,0.21,,0.09,,,
"K5529-129",9.0e-03,,2.0e-03,,0.02,,0.38,,0.09,,,
"K5529-130",0.01,,3.0e-03,,0.02,,0.30,,0.08,,,
"K5529-131",0.08,,5.0e-03,,0.06,,0.34,,0.56,,,
"K5529-134",6.0e-03,,3.0e-03,,0.01,,0.01,,0.10,,,
"K5529-135",8.0e-03,,1.0e-03,,0.02,,0.01,,0.12,,,
"K5529-136",9.0e-03,,3.0e-03,,0.01,,0.19,,0.15,,,
"K5529-137",0.01,,8.0e-03,,0.02,,0.36,,0.15,,,
"K5529-139",8.0e-03,,3.0e-03,,0.02,,0.32,,0.13,,,
"K5529-140",8.0e-03,,2.0e-03,,0.01,,0.29,,0.14,,,
"K5529-76",5.0e-03,,1.0e-03,"<",0.01,,8.0e-03,,0.12,,,
"K5529-77",7.0e-03,,2.0e-03,,7.0e-03,,0.01,,0.16,,,
"K5529-78",7.0e-03,,1.0e-03,,0.09,,0.24,,0.15,,,
"K5529-79",7.0e-03,,2.0e-03,,0.09,,0.30,,0.15,,,
"K5529-80",0.01,,3.0e-03,,0.10,,0.34,,0.23,,,
"K5529-81",8.0e-03,,2.0e-03,,0.09,,0.01,,0.18,,,
"K5529-82",9.0e-03,,2.0e-03,,9.0e-03,,0.17,,0.21,,,
"K5529-83",9.0e-03,,3.0e-03,,6.0e-03,,0.26,,0.16,,,
"K5529-84",0.01,,5.0e-03,,0.01,,0.36,,0.10,,,
"K5529-85",0.01,,3.0e-03,,8.0e-03,,0.04,,0.14,,,
"K5529-86",0.01,,3.0e-03,,0.01,,0.28,,0.15,,,
"K5529-87",6.0e-03,,1.0e-03,,7.0e-03,,0.29,,0.13,,,
"K5529-88",0.01,,2.0e-03,,7.0e-03,,0.35,,0.18,,,
"K5529-91",7.0e-03,,1.0e-03,,0.01,,0.04,,0.17,,,
"K5529-92",8.0e-03,,2.0e-03,,9.0e-03,,0.29,,0.18,,,
"K5529-93",9.0e-03,,2.0e-03,,3.0e-03,"<",0.26,,0.15,,,
"K5529-94",0.01,,5.0e-03,,8.0e-03,,0.36,,0.17,,,
"K5529-95",8.0e-03,,2.0e-03,,0.01,,0.04,,0.12,,,
"K5529-96",0.01,,3.0e-03,,0.01,,0.26,,0.14,,,
"K5529-97",0.01,,2.0e-03,,0.01,,0.27,,0.12,,,
"K5529-98",0.01,,4.0e-03,,0.01,,0.42,,0.15,,,
"K5529-99",7.0e-03,,2.0e-03,,0.01,,0.31,,0.07,,,
"K5539-15",8.0e-03,,1.0e-03,"<",0.08,,4.0e-03,,0.17,,,
"K5539-16",0.01,,0.01,,0.06,,0.27,,0.18,,,
"K5539-17",9.0e-03,,1.0e-03,"<",0.01,,0.29,,0.26,,,
"K5539-18",0.01,,2.0e-03,,0.01,,0.36,,0.24,,,
"K5539-19",0.01,,1.0e-03,,0.03,,0.36,,0.24,,,
"K5539-20",0.01,,1.0e-03,"<",0.01,,0.29,,0.19,,,
"K5539-21",0.01,,3.0e-03,,0.02,,0.27,,0.21,,,
"K5554-1",4.0e-03,,1.0e-03,"<",5.0e-03,,0.06,,0.30,,,
"K5554-2",5.0e-03,,1.0e-03,"<",4.0e-03,,0.27,,0.11,,,
"K5554-3",8.0e-03,,1.0e-03,,5.0e-03,,0.27,,0.18,,,
"K5554-4",0.01,,4.0e-03,,0.02,,0.39,,0.18,,,
"K5554-5",7.0e-03,,2.0e-03,,6.0e-03,,0.32,,0.18,,,
"K5554-6",7.0e-03,,2.0e-03,,5.0e-03,,0.30,,0.09,,,
"K5563-100",8.0e-03,,4.0e-03,,0.01,,0.06,,0.28,,,
"K5563-101",8.0e-03,,5.0e-03,,0.01,,0.29,,0.28,,,
"K5563-102",7.0e-03,,6.0e-03,,0.01,,0.36,,0.26,,,
"K5563-103",0.01,,8.0e-03,,0.01,,0.37,,0.24,,,
"K5563-104",7.0e-03,,4.0e-03,,0.01,,0.09,,0.31,,,
"K5563-105",0.04,,3.0e-03,,8.0e-03,,0.22,,0.30,,,
"K5563-106",0.01,,5.0e-03,,8.0e-03,,0.30,,0.26,,,
"K5563-109",7.0e-03,,4.0e-03,,0.01,,0.12,,0.28,,,
"K5563-110",6.0e-03,,5.0e-03,,0.01,,0.31,,0.26,,,
"K5563-111",0.01,,9.0e-03,,0.01,,0.24,,0.28,,,
"K5563-112",8.0e-03,,0.01,,0.01,,0.21,,0.22,,,
"K5563-113",7.0e-03,,6.0e-03,,9.0e-03,,0.28,,0.23,,,
"K5563-114",9.0e-03,,7.0e-03,,0.02,,0.36,,0.22,,,
"K5563-115",5.0e-03,,4.0e-03,,0.01,,0.10,,0.22,,,
"K5563-116",8.0e-03,,5.0e-03,,0.03,,0.11,,0.31,,,
"K5563-117",0.01,,4.0e-03,,0.04,,0.11,,0.31,,,
"K5563-120",0.06,,3.0e-03,,0.09,,0.05,,0.38,,,
"K5563-122",7.0e-03,,4.0e-03,,9.0e-03,,0.19,,0.26,,,
"K5563-123",6.0e-03,,4.0e-03,,9.0e-03,,0.31,,0.23,,,
"K5563-124",0.01,,9.0e-03,,5.0e-03,,0.38,,0.23,,,
"K5563-125",5.0e-03,,4.0e-03,,0.01,,0.38,,0.24,,,
"K5563-126",0.01,,7.0e-03,,0.01,,0.20,,0.20,,,
"K5563-127",9.0e-03,,4.0e-03,,0.01,,0.39,,0.26,,,
"K5563-128",0.01,,4.0e-03,,0.02,,0.21,,0.29,,,
"K5563-129",8.0e-03,,3.0e-03,,0.01,,0.25,,0.24,,,
"K5563-130",7.0e-03,,5.0e-03,,0.01,,0.28,,1.11,,,
