"Lab.Maj","Cond","pH","TSS","TSS_flg","TDS","TDS_flg","Ca","Ca_flg","Mg","Mg_flg","Na","Na_flg","K","K_flg","CO3","CO3_flg","HCO3","HCO3_flg","Alkalinity","Alkalinity_flg","Cl","Cl_flg","SO4","SO4_flg","SiO2","SiO2_flg","Fe","Fe_flg"
"25319",882.00,8.40,,,583.00,,71.33,,26.24,,79.08,,3.51,,18.00,,123.25,,,,56.02,,239.68,,,,,
"25691",820.00,8.20,,,544.00,,66.52,,24.30,,72.64,,3.91,,0.00,,152.54,,,,48.22,,225.75,,,,,
"25692",824.00,8.10,,,551.00,,68.13,,24.30,,73.56,,3.91,,0.00,,153.15,,,,47.51,,233.91,,,,,
"25693",813.00,8.00,,,535.00,,67.33,,24.30,,72.64,,3.91,,0.00,,151.32,,,,48.22,,225.75,,,,,
"25694",827.00,8.40,,,550.00,,66.52,,23.81,,73.56,,3.91,,14.70,,122.03,,,,49.63,,233.91,,,,,
"25695",930.00,8.20,,,632.00,,74.54,,26.73,,86.44,,3.91,,0.00,,169.63,,,,63.81,,247.84,,,,,
"25696",946.00,8.40,,,647.00,,76.95,,27.22,,88.28,,3.91,,10.20,,150.10,,,,65.94,,269.94,,,,,
"25697",1090.00,8.20,,,745.00,,88.97,,31.11,,122.30,,5.08,,0.00,,229.42,,,,80.83,,303.56,,,,,
"25698",1220.00,8.40,,,861.00,,98.59,,34.51,,117.70,,5.08,,16.20,,153.15,,,,92.89,,359.76,,,,,
"25699",1240.00,8.20,,,867.00,,101.79,,35.97,,120.46,,5.47,,0.00,,187.93,,,,95.01,,363.60,,,,,
"25700",1230.00,8.50,,,858.00,,97.79,,35.48,,122.30,,5.47,,16.20,,142.17,,,,95.72,,373.69,,,,,
"25701",841.00,8.20,,,556.00,,68.93,,25.27,,76.32,,3.91,,0.00,,154.37,,,,50.34,,235.84,,,,,
"25702",841.00,8.40,,,564.00,,68.93,,24.79,,75.40,,3.91,,10.50,,131.80,,,,49.63,,231.99,,,,,
"25703",841.00,8.30,,,548.00,,69.73,,24.79,,76.32,,3.91,,9.60,,133.63,,,,49.63,,244.00,,,,,
"25704",840.00,8.50,,,565.00,,67.33,,24.79,,76.32,,3.91,,11.40,,131.80,,,,48.92,,239.68,,,,,
"25705",951.00,8.40,,,649.00,,80.15,,25.76,,89.20,,4.69,,7.50,,148.88,,,,53.18,,285.79,,,,,
"25706",1050.00,8.30,,,703.00,,84.96,,24.79,,98.39,,3.91,,11.10,,151.93,,,,72.32,,283.87,,,,,
"25707",1220.00,8.30,,,849.00,,100.99,,34.51,,119.54,,5.08,,7.80,,167.80,,,,86.50,,361.68,,,,,
"25708",1240.00,8.30,,,871.00,,101.79,,35.48,,122.30,,5.47,,15.00,,153.76,,,,97.85,,363.60,,,,,
"25709",1240.00,8.30,,,868.00,,103.40,,35.48,,123.22,,5.47,,0.00,,184.27,,,,97.14,,359.76,,,,,
"25710",862.00,8.30,,,587.00,,75.34,,22.84,,79.08,,3.91,,12.00,,126.92,,,,35.45,,263.69,,,,,
"25711",866.00,8.30,,,579.00,,74.54,,23.33,,77.24,,3.91,,11.40,,128.14,,,,38.29,,271.86,,,,,
"25712",863.00,8.20,,,584.00,,75.34,,22.84,,78.16,,4.30,,0.00,,151.32,,,,37.58,,263.69,,,,,
"25713",866.00,8.20,,,582.00,,76.14,,22.84,,75.40,,3.91,,0.00,,151.32,,,,34.74,,269.94,,,,,
"25714",899.00,8.20,,,617.00,,81.75,,22.36,,82.76,,4.30,,0.00,,154.37,,,,31.20,,287.71,,,,,
"25715",907.00,8.30,,,619.00,,80.95,,22.36,,86.44,,4.30,,8.10,,136.68,,,,31.91,,295.88,,,,,
"25716",924.00,8.30,,,617.00,,81.75,,23.33,,86.44,,4.30,,17.40,,122.03,,,,38.29,,299.72,,,,,
"25717",819.00,8.40,,,542.00,,68.93,,24.79,,72.64,,3.91,,8.10,,140.95,,,,48.92,,239.68,,,,,
"25718",822.00,8.50,,,541.00,,68.13,,24.30,,72.64,,3.91,,10.20,,135.46,,,,48.22,,227.67,,,,,
"25719",844.00,8.30,,,575.00,,67.33,,24.79,,74.48,,3.91,,14.40,,128.75,,,,47.51,,244.00,,,,,
"25720",946.00,8.30,,,655.00,,76.14,,27.22,,89.20,,3.91,,8.10,,170.24,,,,57.43,,273.78,,,,,
"25721",1090.00,8.50,,,783.00,,89.17,,32.81,,105.75,,4.69,,10.50,,158.03,,,,78.70,,322.29,,,,,
"25722",1240.00,8.60,,,880.00,,96.18,,36.45,,120.69,,5.08,,14.40,,154.37,,,,95.72,,357.36,,,,,
"25723",1240.00,8.50,,,885.00,,100.19,,38.28,,124.14,,5.47,,11.40,,158.64,,,,99.27,,374.65,,,,,
"25724",1250.00,8.40,,,905.00,,99.19,,37.06,,124.14,,5.47,,3.30,,173.29,,,,99.98,,369.84,,,,,
"25725",924.00,8.20,,,640.00,,71.33,,28.19,,86.44,,4.30,,0.00,,159.25,,,,59.56,,261.77,,,,,
"25726",917.00,8.50,,,634.00,,72.14,,28.19,,85.52,,3.91,,12.30,,137.90,,,,60.27,,263.69,,,,,
"25727",917.00,8.60,,,629.00,,72.94,,27.70,,84.60,,3.91,,9.60,,139.12,,,,58.14,,259.85,,,,,
"25728",1080.00,8.60,,,759.00,,85.16,,33.41,,102.30,,4.69,,9.90,,146.44,,,,75.87,,322.29,,,,,
"25729",1090.00,8.60,,,770.00,,85.16,,32.81,,105.75,,4.69,,16.20,,137.90,,,,80.12,,319.89,,,,,
"25730",1180.00,8.60,,,809.00,,89.17,,34.63,,114.94,,5.08,,11.40,,157.42,,,,92.89,,327.10,,,,,
"25731",1180.00,8.40,,,825.00,,91.17,,34.63,,117.70,,5.08,,12.90,,152.54,,,,93.60,,327.10,,,,,
"25732",1040.00,8.50,,,727.00,,82.16,,31.59,,98.85,,4.69,,11.70,,139.73,,,,69.49,,302.12,,,,,
"25733",1030.00,8.20,,,711.00,,82.16,,30.38,,97.70,,4.69,,0.00,,164.14,,,,69.49,,314.61,,,,,
"25734",1040.00,8.40,,,732.00,,83.16,,32.20,,101.15,,4.69,,9.00,,147.66,,,,71.61,,304.52,,,,,
"25735",1210.00,8.40,,,842.00,,90.17,,35.85,,126.44,,5.08,,8.10,,173.90,,,,103.52,,332.38,,,,,
"25736",1240.00,8.40,,,850.00,,89.17,,36.45,,128.74,,5.08,,9.00,,176.34,,,,107.78,,337.18,,,,,
"25737",832.00,8.20,,,559.00,,64.92,,26.24,,77.24,,4.30,,0.00,,150.10,,,,49.63,,227.67,,,,,
"25738",824.00,8.10,,,558.00,,65.72,,25.76,,75.40,,3.51,,0.00,,152.54,,,,48.92,,235.84,,,,,
"25739",831.00,8.30,,,564.00,,64.12,,25.27,,75.40,,3.91,,2.70,,148.88,,,,49.63,,225.75,,,,,
"25740",886.00,8.60,,,607.00,,71.33,,27.22,,83.68,,3.91,,11.70,,138.51,,,,58.14,,243.52,,,,,
"25741",962.00,8.40,,,644.00,,73.74,,28.19,,89.20,,3.91,,1.80,,164.14,,,,64.52,,265.62,,,,,
"25742",970.00,8.10,,,666.00,,76.95,,29.65,,91.95,,3.91,,0.00,,172.68,,,,68.78,,263.69,,,,,
"25743",995.00,8.20,,,684.00,,79.15,,30.38,,97.70,,4.30,,0.00,,173.29,,,,70.91,,274.74,,,,,
"25744",1080.00,8.40,,,748.00,,85.16,,32.20,,105.75,,4.30,,10.20,,156.20,,,,78.70,,312.21,,,,,
"25745",1110.00,8.20,,,766.00,,86.16,,32.81,,108.05,,4.69,,0.00,,180.61,,,,81.54,,312.21,,,,,
"25746",1120.00,8.40,,,785.00,,89.17,,34.02,,110.35,,4.69,,12.60,,159.86,,,,83.67,,324.69,,,,,
"25747",1130.00,8.00,,,786.00,,89.17,,34.02,,110.35,,4.69,,0.00,,181.22,,,,82.96,,324.69,,,,,
"25748",809.00,8.50,,,597.00,,70.53,,26.24,,82.76,,3.91,,11.40,,133.63,,,,55.31,,239.68,,,,,
"25836",830.00,8.40,,,560.00,,64.92,,24.79,,70.80,,3.51,,2.40,,148.27,,,,48.22,,225.75,,,,,
"25837",823.00,8.20,,,550.00,,64.12,,24.30,,69.88,,3.51,,0.00,,150.10,,,,48.92,,221.91,,,,,
"25838",837.00,8.30,,,559.00,,64.92,,25.27,,73.56,,3.51,,4.20,,147.05,,,,48.22,,229.59,,,,,
"25839",913.00,8.40,,,614.00,,70.53,,26.24,,80.92,,3.91,,5.40,,155.59,,,,59.56,,245.92,,,,,
"25840",975.00,8.20,,,659.00,,76.14,,28.19,,88.28,,3.91,,0.00,,170.24,,,,65.23,,255.53,,,,,
"25841",1100.00,8.30,,,759.00,,87.37,,32.08,,99.31,,4.69,,2.70,,175.12,,,,80.12,,303.56,,,,,
"25842",1180.00,8.20,,,822.00,,92.98,,33.54,,106.67,,4.69,,0.00,,180.61,,,,87.21,,337.66,,,,,
"25843",1260.00,8.00,,,874.00,,96.98,,35.97,,115.86,,5.08,,0.00,,181.22,,,,94.30,,357.84,,,,,
"25844",1250.00,8.10,,,868.00,,96.18,,34.99,,116.78,,5.08,,0.00,,180.61,,,,95.72,,359.76,,,,,
"25845",1250.00,8.20,,,870.00,,97.79,,34.99,,117.70,,5.08,,0.00,,189.76,,,,98.56,,345.83,,,,,
"25846",844.00,8.00,,,568.00,,64.92,,25.76,,72.64,,3.91,,0.00,,157.42,,,,49.63,,225.75,,,,,
"25847",842.00,8.20,,,566.00,,65.72,,24.79,,73.56,,3.91,,0.00,,158.64,,,,48.92,,223.83,,,,,
"25848",850.00,8.40,,,570.00,,65.72,,24.30,,72.64,,3.91,,5.10,,144.00,,,,49.63,,227.67,,,,,
"25849",910.00,8.30,,,627.00,,76.95,,24.30,,79.08,,4.30,,4.80,,146.44,,,,41.13,,279.55,,,,,
"25850",1030.00,8.10,,,716.00,,83.16,,28.55,,95.40,,5.08,,0.00,,168.41,,,,58.85,,304.52,,,,,
"25851",1180.00,8.20,,,819.00,,91.17,,32.81,,108.05,,5.08,,0.00,,180.61,,,,88.63,,329.50,,,,,
"25852",1180.00,8.30,,,817.00,,90.17,,34.02,,110.35,,5.47,,4.20,,176.34,,,,91.47,,324.69,,,,,
"25853",1180.00,8.30,,,819.00,,92.17,,34.02,,111.50,,5.08,,3.30,,176.95,,,,92.18,,334.30,,,,,
"25854",1190.00,8.20,,,811.00,,93.18,,34.02,,111.50,,5.08,,0.00,,181.83,,,,93.60,,327.10,,,,,
"25855",860.00,8.00,,,602.00,,71.13,,24.91,,79.31,,4.69,,0.00,,153.76,,,,43.25,,252.17,,,,,
"25856",853.00,8.10,,,611.00,,72.14,,24.30,,77.01,,4.30,,0.00,,152.54,,,,41.83,,252.17,,,,,
"25857",856.00,8.30,,,609.00,,72.14,,24.91,,75.86,,4.69,,4.80,,144.61,,,,42.54,,257.45,,,,,
"25858",883.00,8.10,,,645.00,,78.15,,23.69,,79.31,,4.69,,0.00,,150.71,,,,34.74,,279.55,,,,,
"25859",890.00,8.30,,,648.00,,77.15,,22.48,,81.61,,4.69,,3.00,,144.61,,,,31.91,,292.03,,,,,
"25860",968.00,8.30,,,690.00,,83.16,,24.91,,90.81,,4.69,,4.20,,151.32,,,,42.54,,304.52,,,,,
"25861",1260.00,8.00,,,908.00,,98.19,,37.06,,121.84,,5.86,,0.00,,184.27,,,,95.01,,352.07,,,,,
"25862",831.00,8.00,,,585.00,,69.13,,25.52,,73.56,,4.69,,0.00,,158.03,,,,48.22,,224.79,,,,,
"25863",839.00,8.10,,,568.00,,69.13,,24.91,,73.56,,4.30,,0.00,,155.59,,,,47.51,,229.59,,,,,
"25864",860.00,3.10,,,585.00,,68.13,,24.91,,77.01,,4.30,,0.00,,153.76,,,,47.51,,244.96,,,,,
"25865",875.00,8.10,,,603.00,,72.94,,24.79,,80.00,,4.30,,0.00,,156.20,,,,48.22,,244.00,,,,,
"25866",1040.00,8.40,,,716.00,,85.16,,29.77,,97.70,,5.08,,7.50,,158.03,,,,66.65,,299.72,,,,,
"25867",1230.00,8.50,,,870.00,,101.19,,36.45,,119.54,,5.86,,15.60,,150.10,,,,92.18,,364.56,,,,,
"25868",1240.00,8.10,,,881.00,,98.19,,35.85,,119.54,,5.86,,0.00,,182.44,,,,95.01,,352.07,,,,,
"25869",1250.00,8.10,,,869.00,,100.19,,36.45,,119.54,,5.86,,0.00,,183.05,,,,95.01,,352.07,,,,,
"25870",899.00,8.20,,,618.00,,72.14,,26.24,,80.92,,4.30,,0.00,,156.81,,,,53.89,,253.61,,,,,
"25871",906.00,8.20,,,613.00,,72.94,,27.22,,81.84,,4.69,,0.00,,158.03,,,,55.31,,255.53,,,,,
"25872",924.00,8.50,,,636.00,,75.34,,27.70,,85.52,,4.69,,12.90,,132.41,,,,58.85,,259.85,,,,,
"25873",996.00,8.20,,,688.00,,80.95,,29.65,,92.87,,4.69,,0.00,,161.08,,,,64.52,,287.71,,,,,
"25874",1080.00,7.90,,,742.00,,85.16,,31.59,,103.45,,5.47,,0.00,,168.41,,,,75.87,,312.21,,,,,
"25875",1140.00,8.50,,,791.00,,87.17,,32.81,,112.65,,5.47,,11.40,,154.98,,,,89.34,,309.81,,,,,
"25876",1170.00,8.20,,,796.00,,90.17,,34.02,,113.79,,5.47,,0.00,,180.61,,,,92.18,,322.29,,,,,
"25877",987.00,8.50,,,679.00,,79.35,,28.68,,91.03,,4.69,,9.60,,141.56,,,,62.40,,289.63,,,,,
"25878",987.00,8.20,,,688.00,,80.15,,29.65,,92.87,,4.69,,0.00,,160.47,,,,63.11,,285.79,,,,,
"25879",1000.00,8.30,,,684.00,,81.15,,30.38,,94.25,,5.08,,5.40,,149.49,,,,65.23,,287.23,,,,,
"25880",1200.00,8.40,,,819.00,,90.17,,32.81,,121.84,,5.86,,9.00,,162.30,,,,98.56,,319.89,,,,,
"25881",1170.00,8.40,,,801.00,,89.17,,33.41,,114.94,,5.47,,7.20,,162.30,,,,93.60,,322.29,,,,,
"25883",949.00,8.30,,,636.00,,76.14,,28.19,,84.60,,4.69,,5.40,,150.10,,,,57.43,,255.53,,,,,
"26086",839.00,8.20,,,555.00,,64.92,,24.79,,75.40,,3.91,,0.00,,125.69,,,,48.22,,223.83,,,,,
"26087",829.00,8.00,,,555.00,,64.92,,25.76,,74.48,,3.91,,0.00,,151.32,,,,49.63,,231.51,,,,,
"26088",832.00,8.00,,,561.00,,65.72,,26.24,,73.56,,3.91,,0.00,,153.15,,,,49.63,,231.51,,,,,
"26089",866.00,8.00,,,580.00,,68.93,,26.73,,77.24,,3.91,,0.00,,157.42,,,,53.18,,239.68,,,,,
"26090",1020.00,8.00,,,664.00,,77.15,,29.77,,89.66,,4.30,,0.00,,168.41,,,,68.07,,267.06,,,,,
"26091",1150.00,8.20,,,797.00,,91.17,,34.63,,109.20,,5.08,,0.00,,181.22,,,,84.38,,324.69,,,,,
"26092",1240.00,8.10,,,873.00,,99.19,,37.06,,117.24,,5.47,,0.00,,183.66,,,,93.60,,352.07,,,,,
"26093",1260.00,8.10,,,867.00,,101.19,,38.28,,119.54,,5.47,,0.00,,185.49,,,,95.72,,362.16,,,,,
"26094",1260.00,8.00,,,883.00,,100.19,,37.67,,120.69,,5.47,,0.00,,185.49,,,,96.43,,362.16,,,,,
"26095",1260.00,8.00,,,879.00,,99.19,,37.06,,120.69,,5.86,,0.00,,183.66,,,,94.30,,374.65,,,,,
"26096",1260.00,8.00,,,876.00,,100.19,,37.67,,120.69,,6.25,,0.00,,184.27,,,,96.43,,369.84,,,,,
"26458",825.00,8.30,,,562.00,,63.32,,25.27,,73.56,,3.91,,12.00,,126.92,,,,48.92,,229.59,,,,,
"26459",825.00,8.40,,,567.00,,64.12,,26.24,,72.64,,3.91,,4.80,,139.12,,,,48.22,,229.59,,,,,
"26460",838.00,8.40,,,572.00,,64.92,,25.76,,73.56,,3.91,,7.20,,134.24,,,,49.63,,237.76,,,,,
"26461",950.00,8.40,,,647.00,,73.74,,26.73,,86.44,,3.91,,11.70,,139.12,,,,58.14,,263.69,,,,,
"26462",989.00,8.40,,,673.00,,76.14,,29.65,,91.95,,3.91,,7.80,,149.49,,,,69.49,,275.70,,,,,
"26463",1160.00,8.60,,,798.00,,92.78,,34.63,,110.35,,5.08,,12.90,,154.98,,,,86.50,,321.81,,,,,
"26464",1230.00,8.50,,,848.00,,96.98,,35.85,,116.09,,5.08,,10.20,,160.47,,,,92.18,,354.47,,,,,
"26465",1190.00,8.50,,,822.00,,93.78,,34.63,,113.79,,5.08,,5.70,,165.97,,,,90.76,,344.87,,,,,
"26466",1180.00,8.50,,,817.00,,94.78,,35.24,,114.94,,5.47,,13.80,,154.98,,,,90.05,,349.67,,,,,
"26467",1190.00,8.40,,,836.00,,96.98,,36.45,,114.94,,5.08,,12.00,,156.20,,,,92.18,,327.10,,,,,
"26468",833.00,8.40,,,566.00,,63.32,,26.73,,76.32,,3.91,,9.00,,129.97,,,,49.63,,237.76,,,,,
"26469",839.00,8.60,,,566.00,,64.92,,26.24,,74.48,,3.91,,5.70,,136.68,,,,46.09,,237.76,,,,,
"26470",866.00,8.50,,,591.00,,68.13,,24.79,,78.16,,3.91,,7.80,,134.24,,,,44.67,,257.93,,,,,
"26471",950.00,7.50,,,676.00,,78.55,,25.76,,89.20,,4.30,,0.00,,161.08,,,,52.47,,283.87,,,,,
"26472",1080.00,8.30,,,779.00,,88.17,,30.98,,104.60,,4.69,,9.60,,154.98,,,,73.74,,319.89,,,,,
"26473",1120.00,8.40,,,807.00,,89.17,,31.59,,106.90,,5.08,,10.50,,154.37,,,,83.67,,322.29,,,,,
"26474",1120.00,8.40,,,799.00,,87.17,,30.98,,109.20,,5.08,,11.40,,151.32,,,,85.09,,324.69,,,,,
"26475",1140.00,8.50,,,809.00,,89.17,,32.20,,111.50,,5.08,,11.70,,153.76,,,,87.92,,314.61,,,,,
"26476",1130.00,8.10,,,815.00,,88.17,,32.20,,109.20,,5.08,,0.00,,178.17,,,,88.63,,317.01,,,,,
"26477",835.00,8.30,,,586.00,,66.52,,23.81,,75.40,,3.91,,5.40,,141.56,,,,46.80,,235.84,,,,,
"26478",835.00,8.20,,,592.00,,65.72,,23.81,,75.40,,3.91,,0.00,,153.15,,,,46.80,,241.60,,,,,
"26479",841.00,8.40,,,600.00,,71.33,,23.33,,78.16,,4.30,,9.00,,132.41,,,,43.25,,257.93,,,,,
"26480",884.00,8.50,,,637.00,,76.14,,21.87,,81.84,,3.91,,9.60,,131.19,,,,32.62,,279.55,,,,,
"26481",917.00,8.50,,,672.00,,79.35,,22.84,,87.36,,3.91,,7.20,,142.17,,,,35.45,,299.72,,,,,
"26482",1120.00,8.70,,,817.00,,91.17,,31.59,,109.20,,5.08,,7.50,,154.98,,,,80.12,,324.69,,,,,
"26483",1170.00,8.40,,,854.00,,96.18,,32.81,,113.79,,5.47,,7.50,,158.64,,,,86.50,,347.27,,,,,
"26484",833.00,8.40,,,585.00,,64.92,,24.30,,75.40,,3.91,,3.90,,169.63,,,,48.92,,230.55,,,,,
"26485",831.00,8.30,,,585.00,,66.52,,23.81,,73.56,,3.51,,6.30,,138.51,,,,46.80,,235.84,,,,,
"26486",830.00,8.50,,,593.00,,67.33,,24.30,,75.40,,3.91,,10.50,,137.90,,,,48.92,,229.59,,,,,
"26487",946.00,8.40,,,670.00,,76.14,,26.73,,88.28,,3.91,,7.80,,146.44,,,,54.60,,269.94,,,,,
"26488",1070.00,8.50,,,761.00,,84.16,,30.98,,101.15,,4.69,,6.60,,156.20,,,,75.16,,302.12,,,,,
"26489",1110.00,8.40,,,796.00,,89.17,,31.59,,105.75,,4.69,,9.60,,153.76,,,,80.83,,321.81,,,,,
"26490",1170.00,8.70,,,841.00,,91.17,,32.81,,114.94,,5.08,,10.50,,157.42,,,,89.34,,349.67,,,,,
"26491",1170.00,8.50,,,830.00,,93.18,,33.41,,114.94,,5.08,,12.00,,156.20,,,,88.63,,329.50,,,,,
"26492",843.00,8.50,,,589.00,,67.33,,24.79,,76.32,,3.91,,11.40,,132.41,,,,51.05,,237.76,,,,,
"26493",849.00,8.10,,,588.00,,69.73,,24.30,,78.16,,3.91,,0.00,,154.98,,,,49.63,,241.60,,,,,
"26494",899.00,8.40,,,627.00,,71.33,,25.76,,83.68,,3.91,,5.40,,146.44,,,,55.31,,253.61,,,,,
"26495",985.00,8.50,,,687.00,,77.75,,28.19,,91.95,,4.30,,11.70,,136.68,,,,63.81,,281.95,,,,,
"26496",1070.00,8.50,,,747.00,,83.16,,29.77,,103.45,,4.69,,10.20,,147.66,,,,77.29,,307.40,,,,,
"26497",1130.00,8.50,,,786.00,,86.16,,31.59,,114.94,,4.69,,11.10,,154.37,,,,88.63,,319.89,,,,,
"26498",1150.00,8.40,,,804.00,,88.17,,32.20,,116.09,,4.69,,0.00,,180.00,,,,86.50,,322.29,,,,,
"26499",1040.00,8.50,,,723.00,,81.15,,29.16,,102.30,,4.30,,10.50,,145.22,,,,73.03,,299.72,,,,,
"26500",1070.00,8.50,,,752.00,,83.16,,30.98,,110.35,,4.69,,18.60,,144.61,,,,78.70,,299.72,,,,,
"26501",1070.00,7.70,,,737.00,,80.15,,30.38,,100.00,,5.08,,0.00,,168.41,,,,72.32,,297.32,,,,,
"26502",1120.00,8.30,,,746.00,,83.16,,31.59,,110.35,,4.69,,7.80,,157.42,,,,80.12,,324.69,,,,,
"26503",1270.00,7.80,,,864.00,,94.18,,34.02,,132.19,,5.47,,0.00,,185.49,,,,97.85,,364.56,,,,,
"26504",847.00,8.00,,,546.00,,67.33,,25.76,,75.40,,3.91,,0.00,,149.49,,,,49.63,,231.99,,,,,
"26505",844.00,8.10,,,532.00,,64.92,,24.79,,73.56,,3.91,,0.00,,151.93,,,,48.92,,237.76,,,,,
"26506",844.00,8.00,,,546.00,,66.52,,25.27,,74.48,,3.91,,0.00,,152.54,,,,50.34,,223.83,,,,,
"26507",930.00,8.00,,,612.00,,73.74,,28.19,,84.60,,3.91,,0.00,,164.14,,,,61.69,,253.61,,,,,
"26508",986.00,8.10,,,651.00,,79.35,,28.68,,91.03,,3.91,,0.00,,180.61,,,,70.91,,263.69,,,,,
"26509",1220.00,8.10,,,836.00,,97.18,,36.45,,114.94,,5.08,,0.00,,183.05,,,,90.76,,347.27,,,,,
"26510",848.00,8.10,,,571.00,,65.72,,25.76,,77.24,,3.91,,0.00,,150.71,,,,51.05,,237.76,,,,,
"26511",1250.00,8.40,,,872.00,,102.19,,35.85,,120.69,,5.47,,13.80,,157.42,,,,96.43,,352.07,,,,,
"26512",1250.00,8.40,,,864.00,,98.19,,35.85,,119.54,,5.08,,13.20,,156.81,,,,97.14,,366.96,,,,,
"26513",1250.00,8.10,,,860.00,,100.19,,36.45,,121.84,,5.08,,0.00,,186.10,,,,96.43,,357.36,,,,,
"26514",1250.00,8.10,,,871.00,,100.19,,35.85,,119.54,,5.47,,0.00,,185.49,,,,96.43,,352.07,,,,,
"26515",994.00,8.00,,,673.00,,79.35,,28.19,,91.95,,4.30,,0.00,,169.02,,,,70.91,,275.70,,,,,
"26837",825.00,8.30,,,566.00,,68.93,,26.24,,77.24,,3.91,,7.20,,139.12,,,,48.22,,239.68,,,,,
"26838",827.00,8.20,,,559.00,,66.52,,24.79,,78.16,,3.91,,0.00,,156.20,,,,46.80,,239.68,,,,,
"26839",847.00,8.20,,,561.00,,68.13,,25.76,,78.16,,3.91,,0.00,,154.98,,,,48.22,,239.68,,,,,
"26840",931.00,8.00,,,641.00,,78.55,,26.24,,87.36,,3.91,,0.00,,163.53,,,,53.18,,279.55,,,,,
"26841",1010.00,7.70,,,692.00,,83.16,,30.38,,95.40,,4.30,,0.00,,170.85,,,,65.94,,299.72,,,,,
"26842",1110.00,8.20,,,773.00,,91.17,,34.02,,110.35,,4.69,,0.00,,179.39,,,,83.67,,324.69,,,,,
"26843",1160.00,8.10,,,816.00,,95.18,,35.85,,114.94,,5.08,,0.00,,184.27,,,,88.63,,347.27,,,,,
"26844",1200.00,8.10,,,814.00,,96.18,,35.24,,117.24,,5.08,,0.00,,179.39,,,,98.56,,332.38,,,,,
"26845",1160.00,7.90,,,812.00,,95.18,,34.63,,116.09,,5.47,,0.00,,186.71,,,,90.76,,344.87,,,,,
"26846",1170.00,7.90,,,801.00,,93.18,,33.41,,118.39,,5.47,,0.00,,186.71,,,,90.76,,347.27,,,,,
"26847",846.00,7.80,,,588.00,,68.13,,24.79,,74.48,,3.51,,0.00,,156.20,,,,48.92,,244.00,,,,,
"26848",850.00,8.10,,,577.00,,68.93,,24.79,,74.48,,3.91,,0.00,,154.98,,,,48.92,,241.60,,,,,
"26849",850.00,8.00,,,600.00,,69.73,,25.27,,76.32,,3.51,,0.00,,157.42,,,,51.76,,251.69,,,,,
"26850",934.00,7.90,,,660.00,,75.34,,27.22,,82.76,,4.30,,0.00,,163.53,,,,56.72,,275.70,,,,,
"26851",1020.00,8.10,,,729.00,,84.96,,31.11,,91.95,,4.30,,0.00,,167.19,,,,73.03,,301.64,,,,,
"26852",1100.00,8.00,,,781.00,,87.17,,31.59,,106.90,,4.69,,0.00,,174.51,,,,80.12,,317.01,,,,,
"26853",1140.00,8.40,,,806.00,,89.17,,32.20,,110.35,,4.69,,0.00,,176.95,,,,86.50,,317.01,,,,,
"26854",1120.00,8.10,,,803.00,,90.17,,32.20,,105.75,,4.30,,0.00,,165.97,,,,87.21,,322.29,,,,,
"26855",1130.00,8.00,,,784.00,,89.17,,31.59,,110.35,,4.30,,0.00,,178.17,,,,90.76,,322.29,,,,,
"26856",848.00,8.40,,,587.00,,69.73,,24.79,,75.40,,3.91,,7.20,,135.46,,,,45.38,,245.92,,,,,
"26857",849.00,8.40,,,588.00,,69.73,,24.79,,75.40,,3.91,,10.80,,133.02,,,,43.96,,249.77,,,,,
"26858",851.00,8.30,,,589.00,,70.53,,24.30,,74.48,,3.51,,10.80,,131.80,,,,43.25,,247.84,,,,,
"26859",900.00,8.20,,,627.00,,78.55,,23.33,,82.76,,3.91,,0.00,,152.54,,,,32.62,,293.95,,,,,
"26860",1040.00,8.20,,,731.00,,85.16,,27.95,,95.40,,4.69,,0.00,,168.41,,,,61.69,,319.89,,,,,
"26861",1125.00,8.30,,,802.00,,93.18,,30.98,,106.90,,4.69,,10.80,,154.98,,,,80.83,,327.10,,,,,
"26862",1180.00,8.30,,,847.00,,92.17,,34.02,,113.79,,4.69,,9.60,,162.30,,,,85.80,,349.67,,,,,
"26863",807.00,8.30,,,551.00,,66.52,,25.27,,70.80,,3.91,,8.40,,137.90,,,,46.80,,237.76,,,,,
"26864",842.00,8.40,,,575.00,,67.33,,25.27,,76.32,,3.91,,7.20,,131.80,,,,47.51,,241.60,,,,,
"26865",848.00,8.20,,,567.00,,68.13,,24.79,,72.64,,3.91,,0.00,,153.76,,,,47.51,,240.16,,,,,
"26866",939.00,8.00,,,637.00,,75.34,,26.24,,82.76,,3.91,,0.00,,163.53,,,,59.56,,259.85,,,,,
"26867",1060.00,7.90,,,731.00,,83.16,,29.77,,102.30,,4.30,,0.00,,169.63,,,,75.16,,299.72,,,,,
"26868",1120.00,8.00,,,780.00,,88.17,,31.59,,103.45,,4.69,,0.00,,175.73,,,,87.92,,322.29,,,,,
"26869",1120.00,8.30,,,783.00,,89.17,,32.20,,105.75,,4.69,,8.40,,159.86,,,,85.80,,317.01,,,,,
"26870",1120.00,8.40,,,779.00,,88.17,,33.05,,110.35,,4.69,,12.00,,152.54,,,,85.80,,315.57,,,,,
"26871",918.00,8.50,,,619.00,,68.93,,26.24,,81.84,,3.91,,4.80,,148.88,,,,58.14,,257.93,,,,,
"26872",937.00,8.30,,,638.00,,71.33,,26.73,,87.36,,3.91,,6.00,,150.10,,,,59.56,,271.86,,,,,
